%
%
% ent dat.name dat.joined dat.species dat.coloring dat.gender dat.birthday dat.age dat.hometown dat.favorite_toy dat.favorite_activity dat.favorite_food
"123" "Hegel" "February 15, 2005" "Hamster (Teddy Bear)" "Beige" "Male" "January 1, 2004" "Gone to Hamster Heaven" "Missoula, MT&nbsp; United States" "commercial-sized (full) roll of toilet paper stolen from the hospital." "commercial-sized (full) roll of toilet paper stolen from the hospital." "broccoli"
"124" "Shifferanne" "November 17, 2004" "Hamster (Syrian)" "Golden" "Female" "April 15, 2004" "Gone to Hamster Heaven" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States"
"125" "Jabeeberz" "November 17, 2004" "Hamster (Teddy Bear)" "Cream" "Male" "March 1, 1995" "Gone to Hamster Heaven" "Orrington, ME&nbsp; United States" "run-about ball" "run-about ball" "cheesey yogurt drops"
"126" "Cutie" "November 18, 2004" "Hamster (Syrian)" "Black Banded" "Female" "January 1, 2004" "Gone to Hamster Heaven" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States"
"127" "Fiona" "December 27, 2004" "Hamster (Teddy Bear)" "Blonde" "Female" "December 14, 2004" "Gone to Hamster Heaven" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States"
"128" "Sammich" "March 28, 2005" "Hamster (Syrian)" "Grey" "Male" "February 23, 2005" "Gone to Hamster Heaven" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States" "Orrington, ME&nbsp; United States"
"129" "Zippy" "March 9, 2005" "Hamster (Syrian)" "Grey" "Male" "January 10, 2005" "Gone to Hamster Heaven" "Miami, FL&nbsp; United States" "his ball! he can run for hours" "his ball! he can run for hours" "Sunflower Seeds!"
"130" "Hammie" "March 31, 2005" "Hamster (Teddy Bear)" "Golden Banded" "Female" "December 17, 2004" "Gone to Hamster Heaven" "Daly City, CA&nbsp; United States" "her wheel and blankie" "her wheel and blankie" "sunflower seeds and corn"
"131" "Bailey" "April 20, 2005" "Hamster (Teddy Bear)" "Cream" "Female" "December 25, 2002" "Gone to Hamster Heaven" "Daly City, CA&nbsp; United States" "her exercise ball" "her exercise ball" "yogurt treats"
"132" "Fei Fei" "May 9, 2004" "Hamster (Teddy Bear)" "Black Banded" "Female" "June 7, 2003" "Gone to Hamster Heaven" "San Francisco, CA&nbsp; United States" "Her Wheel" "Her Wheel" "Blueberry Treats"
"133" "Mr Sprinkles" "August 25, 2005" "Hamster (Teddy Bear)" "Blonde" "Male" "August 2, 2004" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "His exercise wheel" "His exercise wheel" "Spinach, suger free strawberry yogurt"
"134" "Chunk" "August 25, 2005" "Hamster (Russian)" "Agouti" "Male" "September 1, 2004" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "Exercise saucer" "Exercise saucer" "Pumpkin seeds, sugar-free breakfast cereal"
"135" "Mr. Boogity" "August 25, 2005" "Hamster (Syrian)" "Black Banded" "Male" "February 1, 2005" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "Rolling Jingly Ball" "Rolling Jingly Ball" "Colored biscuits in food mix, wheat crackers"
"136" "Splinter" "August 26, 2005" "Hamster (Russian)" "Agouti" "Male" "January 1, 2004" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "My finger, and spaghetti noodles" "My finger, and spaghetti noodles" "Peanuts, broccoli"
"137" "Sweet Pea" "August 26, 2005" "Hamster (Dwarf)" "Argente" "Female" "February 1, 2005" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "Her wheel" "Her wheel" "peas, peanuts, pumpkin seeds, cereal"
"138" "Tweedle Dee" "August 26, 2005" "Hamster (Dwarf)" "Dove" "Male" "February 1, 2005" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "Anyone's hand but his mommie's. and his rolly jingly ball thingie" "Anyone's hand but his mommie's. and his rolly jingly ball thingie" "anything, he is a fattie. He loves sunflower seeds, like all hammies though."
"139" "Buffy" "March 26, 2005" "Hamster (Syrian)" "Golden" "Female" "November 16, 2004" "Gone to Hamster Heaven" "Ipoh,  Malaysia" "cardboard boxes and ball" "cardboard boxes and ball" "everything except cheese"
"140" "Hamish" "March 26, 2005" "Hamster (Russian)" "Albino" "Male" "August 8, 2003" "Gone to Hamster Heaven" "Ipoh,  Malaysia" "ball" "ball" "sunflower seeds"
"141" "Awedough" "December 12, 2005" "Hamster (Dwarf)" "Grey" "Male" "September 14, 2005" "Gone to Hamster Heaven" "Davis, CA&nbsp; United States" "Ball" "Ball" "Pumpkin seeds"
"142" "Numa" "January 3, 2006" "Hamster (Syrian)" "Grey" "Male" "December 11, 2005" "Gone to Hamster Heaven" "Ipoh,  Malaysia" "Ipoh,  Malaysia" "Ipoh,  Malaysia" "Ipoh,  Malaysia"
"143" "Fluffy" "April 15, 2006" "Hamster (Teddy Bear)" "Orange" "Female" "November 20, 2004" "Gone to Hamster Heaven" "Saint John, NB&nbsp; Canada" "Wheel" "Wheel" "spinach"
"144" "cupcake" "June 2, 2006" "Hamster (Dwarf)" "Cream" "Female" "February 1, 2006" "Gone to Hamster Heaven" "Denver, CO&nbsp; United States" "tons of tubes" "tons of tubes" "yogurt drops"
"145" "Daisy Mae Fluffernutter" "June 9, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Female" "May 5, 2005" "Gone to Hamster Heaven" "Baltimore, MD&nbsp; United States" "Snoopy" "Snoopy" "YOGURT TREATS! or mango, bread crust, tomato"
"146" "hammy" "July 12, 2006" "Hamster (Teddy Bear)" "Golden" "Male" "August 12, 2004" "Gone to Hamster Heaven" "Arcadia, CA&nbsp; United States" "watermelon shell" "watermelon shell" "sunflower seed"
"147" "Harry Bob" "June 9, 2006" "Hamster (Teddy Bear)" "Dove" "Male" "May 1, 2006" "Gone to Hamster Heaven" "Chatsworth, GA&nbsp; United States" "Toilet Paper Roll" "Toilet Paper Roll" "nilla wafers"
"148" "Sugar Pea" "July 15, 2006" "Hamster (Roborovskii)" "Orange" "Male" "September 22, 2004" "Gone to Hamster Heaven" "Anchorage, AK&nbsp; United States" "Wheel" "Wheel" "Whole Millet"
"149" "Almond" "July 15, 2006" "Hamster (Chinese)" "Fawn" "Male" "March 23, 2005" "Gone to Hamster Heaven" "Anchorage, AK&nbsp; United States" "Coconut shell" "Coconut shell" "Whole wheat, fresh baked, sweet, bread."
"150" "Dexter" "August 1, 2006" "Hamster (Dwarf)" "Blonde" "Male" "June 20, 2006" "Gone to Hamster Heaven" "Vernon Hills, IL&nbsp; United States" "Toilet Paper, paper towels, etc" "Toilet Paper, paper towels, etc" "Lettuce"
"151" "Howard W. Hamster" "July 12, 2006" "Hamster (Syrian)" "Golden" "Male" "January 18, 2003" "Gone to Hamster Heaven" "Algona, IA&nbsp; United States" "Wheel" "Wheel" "Strawberry Yogurt Drops"
"152" "Sammy (the hammy)" "September 19, 2006" "Hamster (Teddy Bear)" "Golden" "Male" "June 4, 2006" "Gone to Hamster Heaven" "Chicagoish, IL&nbsp; United States" "His yellow wheel" "His yellow wheel" "Sunflower seeds"
"153" "Teddy" "September 19, 2006" "Hamster (Teddy Bear)" "Cinnamon Banded" "Male" "June 4, 2006" "Gone to Hamster Heaven" "Chicagoish, IL&nbsp; United States" "His little purple house that he sleeps under" "His little purple house that he sleeps under" "Sunflower seeds"
"154" "Teeny" "November 7, 2006" "Hamster (Siberian)" "Grey" "Male" "October 8, 2006" "64 months" "Chicagoish, IL&nbsp; United States" "Wooden log tunnel" "Wooden log tunnel" "Sunflower seeds"
"155" "Cecil" "April 15, 2004" "Hamster (Russian)" "Brown" "Male" "October 1, 2003" "Gone to Hamster Heaven" "Clifton, NJ&nbsp; United States" "Hamster hutch, wood pegs" "Hamster hutch, wood pegs" "sunflower seeds"
"156" "Lady Hammington" "May 26, 2004" "Hamster (Syrian)" "Orange" "Female" "January 30, 2003" "Gone to Hamster Heaven" "San Francisco, CA&nbsp; United States" "her rollie ball" "her rollie ball" "her rollie ball"
"157" "Bothari" "April 15, 2004" "Hamster (Syrian)" "Orange" "Female" "March 19, 2001" "Gone to Hamster Heaven" "Windsor Mill, MD&nbsp; United States" "water bottle (to chew on)" "water bottle (to chew on)" "cucumbers"
"158" "Swifty" "December 4, 2004" "Hamster (Dwarf)" "Nutmeg" "Male" "July 16, 2003" "Gone to Hamster Heaven" "Baltimore, MD&nbsp; United States" "Baltimore, MD&nbsp; United States" "Baltimore, MD&nbsp; United States" "MMMM MAGGOTS!!!! and PB"
"159" "Bogart" "August 30, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Male" "December 25, 2005" "Gone to Hamster Heaven" "Angeles City,  Philippines" "My exercise wheel and toy car" "My exercise wheel and toy car" "grapes, bananas, potato chips, cheese, peanut brittle"
"160" "peanut" "August 6, 2006" "Hamster (Teddy Bear)" "Brown" "Female" "April 4, 2006" "Gone to Hamster Heaven" "Newark, DE&nbsp; United States" "hamster ball" "hamster ball" "peanut has a lot of favorite foods, she likes peanuts carrots celery peaches grapes dougnuts cookies blueberry pie sunflower seeds cashews corn popcorn peanutbutter potato chips waffles pumikn seeds pumkin pie pankakes pet grass candy corn and starbursts"
"161" "Littlewhiskers" "April 15, 2004" "Hamster (Syrian)" "Orange" "Female" "May 2, 1999" "Gone to Hamster Heaven" "Windsor Mill, MD&nbsp; United States" "Windsor Mill, MD&nbsp; United States" "Windsor Mill, MD&nbsp; United States" "chicken"
"162" "Squirmy" "September 24, 2006" "Hamster (Teddy Bear)" "Agouti Yellow" "Male" "June 1, 1993" "Gone to Hamster Heaven" "CIncinnati, OH&nbsp; United States" "Cuddles" "Cuddles" "Lovin'"
"163" "Rufus" "April 15, 2004" "Hamster (Unknown)" "Golden" "Female" "January 1, 2003" "Gone to Hamster Heaven" "Memphis, TN&nbsp; United States" "wheel!" "wheel!" "bird seed"
"164" "Twitch" "May 10, 2004" "Hamster (Siberian)" "White" "Female" "April 2, 2004" "Gone to Hamster Heaven" "London,  United Kingdom" "her humans to climb upon" "her humans to climb upon" "bananana"
"165" "Nepenthe" "May 3, 2004" "Hamster (Syrian)" "Agouti" "Male" "October 1, 2003" "Gone to Hamster Heaven" "Sheffield,  United Kingdom" "long tubular ladder" "long tubular ladder" "raisins"
"166" "Clara" "May 3, 2004" "Hamster (Russian)" "Agouti" "Female" "January 1, 2004" "Gone to Hamster Heaven" "Sheffield,  United Kingdom" "wheel" "wheel" "Harry Hamster - not very interested in treats, strangely"
"167" "Heidi" "May 3, 2004" "Hamster (Russian)" "Agouti" "Female" "January 1, 2004" "Gone to Hamster Heaven" "Sheffield,  United Kingdom" "big spiral tubes to climb up" "big spiral tubes to climb up" "strawberry"
"168" "Danny" "July 10, 2004" "Hamster (Unknown)" "White" "Male" "August 19, 2003" "Gone to Hamster Heaven" "Istanbul,  Turkey" "he has eaten 3 of her hauses so far and destroyed 2 rolling :)" "he has eaten 3 of her hauses so far and destroyed 2 rolling :)" "water-melon"
"169" "Jenny" "July 10, 2004" "Hamster (Unknown)" "Brown" "Female" "January 18, 2002" "Gone to Hamster Heaven" "Istanbul,  Turkey" "roll" "roll" "owners finger :)"
"170" "Minateef" "April 21, 2004" "Hamster (Dwarf)" "Grey" "Female" "July 1, 2001" "Gone to Hamster Heaven" "Troy, NY&nbsp; United States" "wheel" "wheel" "bread with milk"
"171" "Fivel" "April 21, 2004" "Hamster (Dwarf)" "Grey" "Male" "July 1, 2001" "Gone to Hamster Heaven" "Troy, NY&nbsp; United States" "tubes" "tubes" "apples"
"172" "Eenie" "April 21, 2004" "Hamster (Dwarf)" "Grey" "Female" "August 1, 2001" "Gone to Hamster Heaven" "Troy, NY&nbsp; United States" "wheel" "wheel" "sunflower seeds"
"173" "Babe" "April 21, 2004" "Hamster (Dwarf)" "Agouti" "Male" "March 1, 2002" "Gone to Hamster Heaven" "Troy, NY&nbsp; United States" "wheel" "wheel" "popcorn"
"174" "Pickles" "December 25, 2004" "Hamster (Syrian)" "Cream" "Male" "December 5, 2004" "Gone to Hamster Heaven" "Templeton, MA&nbsp; United States" "His work-out  wheel" "His work-out  wheel" "Hamster chow ((thats what I call it))"
"175" "Cottonball F.B Hoff the First" "March 24, 2005" "Hamster (Teddy Bear)" "Cream" "Male" "September 27, 2002" "Gone to Hamster Heaven" "Richmond, BC&nbsp; Canada" "hamsterwheel" "hamsterwheel" "blueberries"
"176" "Gum Gum" "April 19, 2005" "Hamster (Teddy Bear)" "Cream" "Male" "April 16, 2005" "Gone to Hamster Heaven" "Richmond, BC&nbsp; Canada" "hamsterwheel" "hamsterwheel" "not sure yet..."
"177" "Ashley" "January 22, 2005" "Hamster (Syrian)" "Cream" "Male" "March 15, 2002" "Gone to Hamster Heaven" "Katy, TX&nbsp; United States" "Wheel" "Wheel" "Yoghurt Drops"
"178" "Baby Puff" "March 18, 2005" "Hamster (Teddy Bear)" "White" "Male" "May 20, 2004" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "wheel!" "wheel!" "cake!"
"179" "Copper Penelope" "May 9, 2004" "Hamster (Syrian)" "Golden Banded" "Female" "November 20, 2003" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Tree Stump" "Tree Stump" "Lettuce and Sunflower Seeds"
"180" "Cecil Arthur" "May 9, 2004" "Hamster (Syrian)" "Nutmeg" "Male" "January 12, 2003" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Translucent Play Log" "Translucent Play Log" "Cheese"
"181" "Abby" "June 26, 2004" "Hamster (Syrian)" "Mottled" "Female" "February 29, 2004" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Wheel" "Wheel" "Leafy Green Carrot Tops"
"182" "Cecil Junior" "August 7, 2004" "Hamster (Syrian)" "Golden" "Male" "February 29, 2004" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Wheel" "Wheel" "Lettuce"
"183" "Lilly" "June 4, 2005" "Hamster (Syrian)" "Golden" "Female" "February 3, 2005" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Wheel" "Wheel" "Lettuce"
"184" "Joey" "June 4, 2005" "Hamster (Syrian)" "Golden" "Female" "April 13, 2005" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Cage Bars &amp; Tubes" "Cage Bars &amp; Tubes" "Trail Mix"
"185" "Cecil III" "June 4, 2005" "Hamster (Syrian)" "Golden" "Male" "April 13, 2005" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "His Nest" "His Nest" "Popcorn"
"186" "Pokey" "June 4, 2005" "Hamster (Syrian)" "Nutmeg" "Female" "November 20, 2004" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Wheel" "Wheel" "Anything"
"187" "Skittles" "September 4, 2005" "Hamster (Dwarf)" "Silver" "Female" "July 4, 2005" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Bedding and Wheel" "Bedding and Wheel" "My Fingers"
"188" "Summer" "September 4, 2005" "Hamster (Syrian)" "Nutmeg" "Female" "July 4, 2005" "Gone to Hamster Heaven" "Ann Arbor, MI&nbsp; United States" "Wheel" "Wheel" "Peanuts"
"189" "Gus-Gus" "November 15, 2006" "Hamster (Syrian)" "Cinnamon Banded" "Male" "March 19, 2005" "Gone to Hamster Heaven" "College Station, TX&nbsp; United States" "The bars of his cage" "The bars of his cage" "sunflower seeds, strawberries"
"190" "Jet" "November 4, 2005" "Hamster (Syrian)" "Black Banded" "Male" "June 17, 2005" "Gone to Hamster Heaven" "Birmingham,  United Kingdom" "Bed" "Bed" "Carrot, cucumber and hamster mix"
"191" "Fredrick" "September 6, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Male" "June 27, 2005" "Gone to Hamster Heaven" "Corona, CA&nbsp; United States" "Wheel" "Wheel" "apples"
"192" "Lollipop" "September 15, 2006" "Hamster (Syrian)" "Blonde" "Female" "September 1, 2004" "Gone to Hamster Heaven" "Los Angeles, CA&nbsp; United States" "The ball vs The usb wire!" "The ball vs The usb wire!" "Apples"
"193" "Gorgy" "September 15, 2006" "Hamster (Syrian)" "Cinnamon" "Female" "August 21, 2002" "Gone to Hamster Heaven" "Los Angeles, CA&nbsp; United States" "The ball" "The ball" "Apples"
"194" "Spider" "September 15, 2006" "Hamster (Unknown)" "White" "Male" "September 1, 2004" "Gone to Hamster Heaven" "Los Angeles, CA&nbsp; United States" "Los Angeles, CA&nbsp; United States" "Los Angeles, CA&nbsp; United States" "Peanuts"
"195" "Walnut" "September 15, 2006" "Hamster (Unknown)" "Black" "Female" "July 1, 2003" "Gone to Hamster Heaven" "Los Angeles, CA&nbsp; United States" "My hair" "My hair" "My hair"
"196" "Peekaboo" "September 15, 2006" "Hamster (Syrian)" "Brown" "Female" "April 15, 2006" "Gone to Hamster Heaven" "Los Angeles, CA&nbsp; United States" "My mail" "My mail" "My mail"
"197" "Tinga" "December 3, 2006" "Hamster (Syrian)" "Grey" "Female" "October 1, 2005" "Gone to Hamster Heaven" "Manchester,  United Kingdom" "Wheel" "Wheel" "Chocolate drops"
"198" "Freya" "December 3, 2006" "Hamster (Syrian)" "Cream" "Female" "October 1, 2005" "Gone to Hamster Heaven" "Manchester,  United Kingdom" "Cardboard Chube" "Cardboard Chube" "Banana Flakes"
"199" "Gueldoff" "July 18, 2006" "Hamster (Syrian)" "Orange" "Male" "July 26, 2005" "Gone to Hamster Heaven" "Gilbertsville, PA&nbsp; United States" "Peanut Butter Sticks" "Peanut Butter Sticks" "Berry Nut MIx"
"200" "Lucky" "August 21, 2006" "Hamster (Dwarf)" "Black Banded" "Male" "April 8, 2006" "Gone to Hamster Heaven" "Windsor, ON&nbsp; Canada" "wheel, his flavoured chews" "wheel, his flavoured chews" "baby carrots,apples,romaine lettuce,chips"
"201" "Queen Princess Poopybutt" "November 21, 2006" "Hamster (Siberian)" "Brown" "Female" "October 7, 2005" "Gone to Hamster Heaven" "Bel Air, MD&nbsp; United States" "her sister Dusty" "her sister Dusty" "anything"
"202" "Bethany" "November 21, 2006" "Hamster (Siberian)" "Black" "Male" "September 30, 2004" "Gone to Hamster Heaven" "Bel Air, MD&nbsp; United States" "Wheel" "Wheel" "yogies"
"203" "PJ's First Baby" "November 21, 2006" "Hamster (Siberian)" "Black" "Male" "September 1, 2004" "Gone to Hamster Heaven" "Bel Air, MD&nbsp; United States" "his food dish" "his food dish" "everything but pellets"
"204" "Dusty" "November 21, 2006" "Hamster (Siberian)" "Grey" "Female" "October 7, 2005" "Gone to Hamster Heaven" "Bel Air, MD&nbsp; United States" "jingle ball" "jingle ball" "anything"
"205" "LuLu" "November 25, 2006" "Hamster (Siberian)" "Black" "Female" "September 30, 2005" "Gone to Hamster Heaven" "Bel Air, MD&nbsp; United States" "Bel Air, MD&nbsp; United States" "Bel Air, MD&nbsp; United States" "Cheerios"
"206" "Morgana(12/13/2006-07/04/2008)" "December 16, 2006" "Hamster (Russian)" "Albino" "Female" "December 13, 2006" "Gone to Hamster Heaven" "Lima,  Peru" "everything is a toy for her!! She likes me to turn on my ipod and hear crazy frog from axel...she begins to run like a crazy" "everything is a toy for her!! She likes me to turn on my ipod and hear crazy frog from axel...she begins to run like a crazy" "Pedigree small breed and sunflowers seeds. Cake ,cookies and bread"
"207" "pumpkin" "February 8, 2007" "Hamster (Unknown)" "Grey" "Female" "September 10, 2007" "53 months" "Georgetown, OH&nbsp; United States" "chew toy lettus" "chew toy lettus" "seeds"
"208" "Brownie" "March 28, 2005" "Hamster (Syrian)" "Orange" "Female" "March 27, 2005" "Gone to Hamster Heaven" "Houston, TX&nbsp; United States" "Wheel" "Wheel" "Sunflowers"
"209" "Soli" "May 15, 2005" "Hamster (Dwarf)" "Grey" "Female" "May 5, 2005" "Gone to Hamster Heaven" "Houston, TX&nbsp; United States" "Wheel" "Wheel" "Sunflowers"
"210" "Estrella" "May 15, 2005" "Hamster (Dwarf)" "Smoke Pearl" "Female" "May 5, 2005" "Gone to Hamster Heaven" "Houston, TX&nbsp; United States" "Toilet roll" "Toilet roll" "Pellets"
"211" "Chrysanthemum" "August 26, 2005" "Hamster (Dwarf)" "Platinum" "Female" "April 1, 2004" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "Her daughter, Mopsy, and her wheel" "Her daughter, Mopsy, and her wheel" "Lentils, rice krispies, any veggies"
"212" "Mopsy" "August 26, 2005" "Hamster (Dwarf)" "Platinum" "Female" "February 1, 2005" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "her wheel, or her little &quot; doghouse&quot;" "her wheel, or her little &quot; doghouse&quot;" "lentils and carrots"
"213" "Dinky" "August 26, 2005" "Hamster (Dwarf)" "Black" "Male" "April 1, 2005" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "his house" "his house" "anything, he loves to eat for such a tiny thing."
